index,CAS,smiles,Mapped SMILES,Reactivity,Oxidation Site,Oxidation Site (one hot)
385,1198-14-7,Oc1ccc(Br)c2cccnc12,[OH:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[c:7]2[cH:8][cH:9][cH:10][n:11][c:12]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
386,547-91-1,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,[O:1]=[S:2](=[O:3])([OH:4])[c:5]1[cH:6][c:7]([I:8])[c:9]([OH:10])[c:11]2[n:12][cH:13][cH:14][cH:15][c:16]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
387,773873-77-1,COC(=O)c1c[nH]c2ccc(Br)cc12,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][nH:7][c:8]2[cH:9][cH:10][c:11]([Br:12])[cH:13][c:14]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
388,1729-99-3,O=C(O)c1cccc2cccc(Br)c12,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[cH:9][cH:10][cH:11][c:12]([Br:13])[c:14]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
389,7649-92-5,O=C(O)c1ccccc1C(=O)c1ccc(F)cc1,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[C:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
390,434-90-2,Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[F:1][c:2]1[c:3]([F:4])[c:5]([F:6])[c:7](-[c:8]2[c:9]([F:10])[c:11]([F:12])[c:13]([F:14])[c:15]([F:16])[c:17]2[F:18])[c:19]([F:20])[c:21]1[F:22],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
391,773-76-2,Oc1c(Cl)cc(Cl)c2cccnc12,[OH:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([Cl:7])[c:8]2[cH:9][cH:10][cH:11][n:12][c:13]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
392,188425-85-6,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]1)[c:17]1[cH:18][cH:19][cH:20][n:21][c:22]1[Cl:23],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
393,360-03-2,O=C(O)C(F)(F)c1ccccc1,[O:1]=[C:2]([OH:3])[C:4]([F:5])([F:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
394,765-30-0,NC1CC1,[NH2:1][CH:2]1[CH2:3][CH2:4]1,0,-1,"[0, 0, 0, 0]"
395,66-25-1,CCCCCC=O,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[O:7],0,-1,"[0, 0, 0, 0, 0, 0, 0]"
396,5625-67-2,O=C1CNCCN1,[O:1]=[C:2]1[CH2:3][NH:4][CH2:5][CH2:6][NH:7]1,0,-1,"[0, 0, 0, 0, 0, 0, 0]"
397,56-45-1,NC(CO)C(=O)O,[NH2:1][CH:2]([CH2:3][OH:4])[C:5](=[O:6])[OH:7],0,-1,"[0, 0, 0, 0, 0, 0, 0]"
398,106-49-0,Cc1ccc(N)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]"
399,100-55-0,OCc1cccnc1,[OH:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1,1,2,"[0, 1, 0, 0, 0, 0, 0, 0]"
400,13361-64-3,C#CC[Si](C)(C)C,[CH:1]#[C:2][CH2:3][Si:4]([CH3:5])([CH3:6])[CH3:7],1,3,"[0, 0, 1, 0, 0, 0, 0]"
401,762-72-1,C=CC[Si](C)(C)C,[CH2:1]=[CH:2][CH2:3][Si:4]([CH3:5])([CH3:6])[CH3:7],1,3,"[0, 0, 1, 0, 0, 0, 0]"
